location,location_type,topic,start_year,percent_no_change,percent_slight_loss,percent_large_loss,percent_slight_increase,percent_large_increase,total_orgs
"Salt Lake City, UT",cbsa,2b Other Education,2001,8.6,11.83,29.03,7.53,43.01,93.0
"Salt Lake City, UT",cbsa,3 Environment and Animals,2001,6.06,12.12,48.48,9.09,24.24,33.0
"Salt Lake City, UT",cbsa,4a Hospitals,2001,0.0,0.0,0.0,33.33,66.67,3.0
"Salt Lake City, UT",cbsa,4b Other Health,2001,15.29,7.06,31.76,10.59,35.29,85.0
"Salt Lake City, UT",cbsa,5 Human Services,2001,13.07,11.56,23.62,15.58,36.18,199.0
"Salt Lake City, UT",cbsa,6 International and Foreign Affairs,2001,11.76,11.76,23.53,11.76,41.18,17.0
"Salt Lake City, UT",cbsa,7 Religion Related,2001,6.25,12.5,37.5,12.5,31.25,16.0
"Salt Lake City, UT",cbsa,8 Other,2001,7.5,8.75,40.0,7.5,36.25,80.0
"San Antonio-New Braunfels, TX",cbsa,1 Arts,2001,4.44,8.89,37.78,3.33,45.56,90.0
"San Antonio-New Braunfels, TX",cbsa,2a Higher Education,2001,0.0,25.0,25.0,12.5,37.5,8.0
"San Antonio-New Braunfels, TX",cbsa,2b Other Education,2001,8.61,5.96,25.83,14.57,45.03,151.0
"San Antonio-New Braunfels, TX",cbsa,3 Environment and Animals,2001,8.57,0.0,40.0,8.57,42.86,35.0
"San Antonio-New Braunfels, TX",cbsa,4a Hospitals,2001,22.22,11.11,0.0,22.22,44.44,9.0
"San Antonio-New Braunfels, TX",cbsa,4b Other Health,2001,12.82,5.98,29.06,13.68,38.46,117.0
"San Antonio-New Braunfels, TX",cbsa,5 Human Services,2001,15.73,10.39,22.85,13.65,37.39,337.0
"San Antonio-New Braunfels, TX",cbsa,6 International and Foreign Affairs,2001,13.33,6.67,40.0,6.67,33.33,15.0
"San Antonio-New Braunfels, TX",cbsa,7 Religion Related,2001,9.52,10.71,32.14,10.71,36.9,84.0
"San Antonio-New Braunfels, TX",cbsa,8 Other,2001,9.32,14.41,26.27,10.17,39.83,118.0
"San Diego-Carlsbad, CA",cbsa,1 Arts,2001,8.61,9.09,30.14,9.57,42.58,209.0
"San Diego-Carlsbad, CA",cbsa,2a Higher Education,2001,30.0,10.0,30.0,20.0,10.0,10.0
"San Diego-Carlsbad, CA",cbsa,2b Other Education,2001,8.71,12.9,24.19,9.03,45.16,310.0
"San Diego-Carlsbad, CA",cbsa,3 Environment and Animals,2001,16.67,7.41,31.48,5.56,38.89,54.0
"San Diego-Carlsbad, CA",cbsa,4a Hospitals,2001,11.11,11.11,0.0,0.0,77.78,9.0
"San Diego-Carlsbad, CA",cbsa,4b Other Health,2001,7.59,6.25,32.14,12.5,41.52,224.0
"San Diego-Carlsbad, CA",cbsa,5 Human Services,2001,13.61,8.85,22.95,13.11,41.48,610.0
"San Diego-Carlsbad, CA",cbsa,6 International and Foreign Affairs,2001,11.86,5.08,42.37,15.25,25.42,59.0
"San Diego-Carlsbad, CA",cbsa,7 Religion Related,2001,10.0,9.09,30.0,7.27,43.64,110.0
"San Diego-Carlsbad, CA",cbsa,8 Other,2001,9.05,7.04,33.67,10.55,39.7,199.0
"San Francisco-Oakland-Hayward, CA",cbsa,1 Arts,2001,10.09,10.09,30.56,8.48,40.79,684.0
"San Francisco-Oakland-Hayward, CA",cbsa,2a Higher Education,2001,10.53,5.26,36.84,2.63,44.74,38.0
"San Francisco-Oakland-Hayward, CA",cbsa,2b Other Education,2001,10.48,11.88,26.67,13.17,37.8,926.0
"San Francisco-Oakland-Hayward, CA",cbsa,3 Environment and Animals,2001,6.22,7.66,36.84,5.26,44.02,209.0
"San Francisco-Oakland-Hayward, CA",cbsa,4a Hospitals,2001,9.52,0.0,9.52,9.52,71.43,21.0
"San Francisco-Oakland-Hayward, CA",cbsa,4b Other Health,2001,12.29,8.75,24.39,11.36,43.2,537.0
"San Francisco-Oakland-Hayward, CA",cbsa,5 Human Services,2001,13.26,9.12,25.46,14.12,38.04,1622.0
"San Francisco-Oakland-Hayward, CA",cbsa,6 International and Foreign Affairs,2001,4.96,7.8,40.43,7.8,39.01,141.0
"San Francisco-Oakland-Hayward, CA",cbsa,7 Religion Related,2001,9.43,11.79,28.3,9.91,40.57,212.0
"San Francisco-Oakland-Hayward, CA",cbsa,8 Other,2001,6.81,8.2,39.32,8.2,37.46,646.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,1 Arts,2001,8.93,10.12,32.14,9.52,39.29,168.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,2a Higher Education,2001,0.0,7.69,30.77,7.69,53.85,13.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,2b Other Education,2001,15.15,12.79,32.66,13.8,25.59,297.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,3 Environment and Animals,2001,4.88,9.76,41.46,2.44,41.46,41.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,4a Hospitals,2001,0.0,0.0,0.0,0.0,100.0,4.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,4b Other Health,2001,8.89,8.89,28.15,10.37,43.7,135.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,5 Human Services,2001,13.83,9.38,25.43,15.31,36.05,405.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,6 International and Foreign Affairs,2001,3.7,3.7,22.22,11.11,59.26,27.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,7 Religion Related,2001,6.33,15.19,36.71,6.33,35.44,79.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,8 Other,2001,10.32,7.74,34.84,6.45,40.65,155.0
"Seattle-Tacoma-Bellevue, WA",cbsa,1 Arts,2001,7.65,9.71,34.41,12.35,35.88,340.0
"Seattle-Tacoma-Bellevue, WA",cbsa,2a Higher Education,2001,0.0,0.0,37.5,12.5,50.0,16.0
"Seattle-Tacoma-Bellevue, WA",cbsa,2b Other Education,2001,11.28,10.83,25.26,12.03,40.6,665.0
"Seattle-Tacoma-Bellevue, WA",cbsa,3 Environment and Animals,2001,7.38,11.48,29.51,7.38,44.26,122.0
"Seattle-Tacoma-Bellevue, WA",cbsa,4a Hospitals,2001,8.33,0.0,20.83,33.33,37.5,24.0
"Seattle-Tacoma-Bellevue, WA",cbsa,4b Other Health,2001,11.78,10.88,28.7,15.71,32.93,331.0
"Seattle-Tacoma-Bellevue, WA",cbsa,5 Human Services,2001,14.11,12.85,25.29,15.99,31.77,957.0
"Seattle-Tacoma-Bellevue, WA",cbsa,6 International and Foreign Affairs,2001,9.38,10.94,32.81,4.69,42.19,64.0
"Seattle-Tacoma-Bellevue, WA",cbsa,7 Religion Related,2001,7.14,9.29,30.0,15.71,37.86,140.0
"Seattle-Tacoma-Bellevue, WA",cbsa,8 Other,2001,9.45,8.54,34.15,9.45,38.41,328.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,1 Arts,2001,12.39,9.73,41.59,4.42,31.86,113.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,2a Higher Education,2001,0.0,0.0,0.0,33.33,66.67,6.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,2b Other Education,2001,11.79,11.28,27.69,8.72,40.51,195.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,3 Environment and Animals,2001,7.55,7.55,39.62,9.43,35.85,53.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,4a Hospitals,2001,3.85,7.69,19.23,34.62,34.62,26.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,4b Other Health,2001,8.06,10.22,26.88,12.9,41.94,186.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,5 Human Services,2001,16.97,9.78,22.55,16.37,34.33,501.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,6 International and Foreign Affairs,2001,0.0,0.0,50.0,5.56,44.44,18.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,7 Religion Related,2001,6.1,13.41,39.02,7.32,34.15,82.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,8 Other,2001,6.8,10.2,34.01,11.56,37.41,147.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,1 Arts,2001,12.64,10.34,41.38,8.05,27.59,87.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,2a Higher Education,2001,28.57,14.29,14.29,14.29,28.57,7.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,2b Other Education,2001,12.77,11.35,28.37,13.48,34.04,141.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,3 Environment and Animals,2001,7.14,14.29,21.43,21.43,35.71,28.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,4a Hospitals,2001,13.33,0.0,0.0,40.0,46.67,15.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,4b Other Health,2001,14.02,7.48,26.17,16.82,35.51,107.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,5 Human Services,2001,15.11,14.15,20.58,12.86,37.3,311.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,6 International and Foreign Affairs,2001,8.33,8.33,33.33,8.33,41.67,12.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,7 Religion Related,2001,14.55,14.55,29.09,3.64,38.18,55.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,8 Other,2001,7.14,8.33,27.38,13.1,44.05,84.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,1 Arts,2001,9.36,11.35,31.49,8.79,39.01,705.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,2a Higher Education,2001,21.88,9.38,25.0,9.38,34.38,32.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,2b Other Education,2001,11.78,10.61,27.69,12.88,37.04,1188.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,3 Environment and Animals,2001,8.61,9.6,37.75,5.63,38.41,302.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,4a Hospitals,2001,12.24,4.08,14.29,26.53,42.86,49.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,4b Other Health,2001,9.59,6.97,28.64,12.08,42.71,803.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,5 Human Services,2001,14.38,8.98,22.37,13.28,40.99,1815.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,6 International and Foreign Affairs,2001,5.97,7.23,34.9,8.14,43.76,553.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,7 Religion Related,2001,6.67,10.42,35.42,12.08,35.42,240.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,8 Other,2001,7.43,7.84,32.95,9.83,41.95,1211.0
All CBSAs,cbsa,All CBSAs,2001,11.89426163200334,9.94493880639858,27.904630185363988,12.468359385193498,37.7878099910406,114963.0
AK,state,aggregate,2002,10.67,10.26,23.94,13.26,41.87,965.0
AL,state,aggregate,2002,12.24,11.94,27.24,13.21,35.37,2680.0
AR,state,aggregate,2002,13.77,10.79,24.89,13.88,36.67,1816.0
AZ,state,aggregate,2002,11.1,9.76,25.29,12.48,41.38,3270.0
CA,state,aggregate,2002,12.0,10.12,27.43,12.27,38.17,26686.0
CO,state,aggregate,2002,12.28,9.38,28.36,11.08,38.9,4668.0
CT,state,aggregate,2002,14.05,10.88,26.4,14.16,34.51,3935.0
DC,state,aggregate,2002,8.72,8.52,32.87,8.98,40.9,3039.0
DE,state,aggregate,2002,12.03,9.39,29.36,13.24,35.98,831.0
FL,state,aggregate,2002,12.06,9.35,25.8,12.16,40.62,9669.0
GA,state,aggregate,2002,12.27,10.31,28.24,11.54,37.65,5071.0
HI,state,aggregate,2002,11.9,11.11,28.48,11.11,37.39,1134.0
IA,state,aggregate,2002,14.76,10.47,23.73,14.48,36.55,2941.0
ID,state,aggregate,2002,11.89,9.66,26.65,12.42,39.38,942.0
IL,state,aggregate,2002,13.59,11.63,26.36,13.58,34.83,9320.0
IN,state,aggregate,2002,12.95,10.91,27.25,12.19,36.7,4995.0
KS,state,aggregate,2002,14.75,10.88,26.56,13.4,34.42,2455.0
KY,state,aggregate,2002,13.58,9.7,28.28,13.33,35.12,2836.0
LA,state,aggregate,2002,14.01,11.09,24.51,13.5,36.89,2570.0
MA,state,aggregate,2002,13.5,10.92,26.85,13.45,35.29,7668.0
MD,state,aggregate,2002,12.56,9.83,28.01,12.54,37.06,5199.0
ME,state,aggregate,2002,11.98,9.84,23.47,14.62,40.08,1819.0
MI,state,aggregate,2002,14.01,12.03,26.88,12.82,34.26,6950.0
MN,state,aggregate,2002,12.99,10.55,25.96,14.41,36.09,5752.0
MO,state,aggregate,2002,14.16,11.68,26.34,12.42,35.4,4556.0
MS,state,aggregate,2002,15.23,10.57,26.63,11.82,35.74,1438.0
MT,state,aggregate,2002,12.36,10.99,26.16,13.5,37.0,1319.0
NC,state,aggregate,2002,13.53,10.39,26.48,11.91,37.69,6591.0
ND,state,aggregate,2002,18.24,12.16,20.62,14.54,34.45,839.0
NE,state,aggregate,2002,13.21,10.06,24.6,13.88,38.25,1809.0
NH,state,aggregate,2002,15.35,9.86,23.3,14.89,36.6,1511.0
NJ,state,aggregate,2002,12.9,10.99,25.11,13.8,37.2,6862.0
NM,state,aggregate,2002,12.4,9.0,25.29,12.52,40.79,1645.0
NV,state,aggregate,2002,11.23,9.47,27.75,10.24,41.3,908.0
NY,state,aggregate,2002,13.94,10.51,25.77,13.77,36.02,18083.0
OH,state,aggregate,2002,13.52,11.49,27.2,13.67,34.11,9896.0
OK,state,aggregate,2002,14.12,11.42,28.47,11.7,34.3,2522.0
OR,state,aggregate,2002,11.63,9.81,27.68,12.15,38.74,3844.0
PA,state,aggregate,2002,13.9,10.7,25.8,13.88,35.72,11725.0
RI,state,aggregate,2002,11.73,9.45,27.93,10.87,40.01,1407.0
SC,state,aggregate,2002,12.63,10.88,28.44,11.89,36.17,2574.0
SD,state,aggregate,2002,13.2,7.49,25.73,15.66,37.92,894.0
TN,state,aggregate,2002,13.3,11.37,26.33,12.37,36.62,3976.0
TX,state,aggregate,2002,11.63,10.64,28.89,11.3,37.54,13197.0
UT,state,aggregate,2002,10.15,9.18,27.45,12.0,41.22,1133.0
VA,state,aggregate,2002,12.32,10.08,28.63,12.26,36.7,6556.0
VT,state,aggregate,2002,12.79,9.61,23.43,15.33,38.84,1259.0
WA,state,aggregate,2002,13.39,10.18,24.87,11.92,39.64,5669.0
WI,state,aggregate,2002,13.3,10.96,24.99,14.85,35.9,5346.0
WV,state,aggregate,2002,12.8,10.62,29.02,13.06,34.5,1516.0
WY,state,aggregate,2002,11.56,8.32,25.12,12.79,42.22,649.0
All USA,all_usa,aggregate,2002,12.929108051163087,10.51652584757486,26.735480026390277,12.830357332879307,36.98852874199247,234935.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,aggregate,2002,12.03,10.18,29.17,10.65,37.97,2976.0
"Austin-Round Rock, TX",cbsa,aggregate,2002,11.03,10.14,29.39,10.14,39.29,1242.0
"Baltimore-Columbia-Towson, MD",cbsa,aggregate,2002,13.48,9.6,28.34,12.31,36.28,2470.0
"Birmingham-Hoover, AL",cbsa,aggregate,2002,11.83,10.0,27.32,13.54,37.32,820.0
"Boston-Cambridge-Newton, MA-NH",cbsa,aggregate,2002,13.5,10.97,26.51,13.36,35.66,5614.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,aggregate,2002,16.48,12.27,24.34,12.27,34.64,1068.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,aggregate,2002,11.65,10.09,28.19,10.76,39.32,1348.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,aggregate,2002,12.96,11.06,26.44,13.41,36.13,6728.0
"Cincinnati, OH-KY-IN",cbsa,aggregate,2002,12.42,9.99,28.08,14.96,34.55,1731.0
"Cleveland-Elyria, OH",cbsa,aggregate,2002,12.47,11.16,30.71,11.67,33.99,1980.0
"Columbus, OH",cbsa,aggregate,2002,16.5,10.82,23.89,15.02,33.77,1691.0
"Dallas-Fort Worth-Arlington, TX",cbsa,aggregate,2002,10.91,11.63,30.15,10.91,36.4,3492.0
"Denver-Aurora-Lakewood, CO",cbsa,aggregate,2002,11.7,9.17,29.42,10.41,39.3,2257.0
"Detroit-Warren-Dearborn, MI",cbsa,aggregate,2002,13.68,11.96,27.37,13.32,33.67,2492.0
"Hartford-West Hartford-East Hartford, CT",cbsa,aggregate,2002,13.55,12.19,24.3,15.54,34.42,1255.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,aggregate,2002,10.95,9.3,29.63,10.88,39.24,2859.0
"Indianapolis-Carmel-Anderson, IN",cbsa,aggregate,2002,11.18,10.36,27.76,12.33,38.37,1574.0
"Jacksonville, FL",cbsa,aggregate,2002,13.77,9.18,23.37,9.6,44.09,719.0
"Kansas City, MO-KS",cbsa,aggregate,2002,13.03,10.07,27.67,13.16,36.07,1619.0
"Las Vegas-Henderson-Paradise, NV",cbsa,aggregate,2002,10.46,10.89,28.54,9.8,40.31,459.0
"Los Angeles-Long Beach-Anaheim, CA",cbsa,aggregate,2002,12.34,10.01,27.36,12.08,38.21,8483.0
"Louisville/Jefferson County, KY-IN",cbsa,aggregate,2002,12.77,10.0,30.21,12.13,34.89,940.0
"Memphis, TN-MS-AR",cbsa,aggregate,2002,11.5,10.62,28.95,12.52,36.41,791.0
"Miami-Fort Lauderdale-West Palm Beach, FL",cbsa,aggregate,2002,11.03,9.17,26.97,11.51,41.32,2684.0
"Milwaukee-Waukesha-West Allis, WI",cbsa,aggregate,2002,12.37,10.14,27.38,12.26,37.86,1746.0
"Minneapolis-St. Paul-Bloomington, MN-WI",cbsa,aggregate,2002,11.94,10.08,26.45,13.85,37.67,3610.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",cbsa,aggregate,2002,11.96,11.88,26.54,11.79,37.84,1221.0
"New Orleans-Metairie, LA",cbsa,aggregate,2002,13.3,9.09,27.27,13.86,36.47,902.0
"New York-Newark-Jersey City, NY-NJ-PA",cbsa,aggregate,2002,12.94,10.32,26.56,13.34,36.84,16565.0
"Oklahoma City, OK",cbsa,aggregate,2002,14.65,10.07,24.26,13.5,37.53,874.0
"Orlando-Kissimmee-Sanford, FL",cbsa,aggregate,2002,12.15,8.81,24.6,13.87,40.59,988.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",cbsa,aggregate,2002,12.8,10.12,25.85,13.65,37.57,5384.0
"Phoenix-Mesa-Scottsdale, AZ",cbsa,aggregate,2002,10.57,9.07,27.98,12.54,39.84,1930.0
"Pittsburgh, PA",cbsa,aggregate,2002,13.34,11.38,28.47,12.45,34.36,2346.0
"Portland-Vancouver-Hillsboro, OR-WA",cbsa,aggregate,2002,11.92,9.77,27.86,11.82,38.63,2089.0
"Providence-Warwick, RI-MA",cbsa,aggregate,2002,12.66,10.1,27.32,11.41,38.51,1753.0
"Raleigh, NC",cbsa,aggregate,2002,17.57,9.64,25.17,9.07,38.55,882.0
"Richmond, VA",cbsa,aggregate,2002,13.08,10.15,29.08,9.62,38.08,956.0
"Riverside-San Bernardino-Ontario, CA",cbsa,aggregate,2002,11.23,9.81,27.52,12.64,38.81,1559.0
"Sacramento--Roseville--Arden-Arcade, CA",cbsa,aggregate,2002,13.31,9.65,25.93,11.36,39.75,1585.0
"St. Louis, MO-IL",cbsa,aggregate,2002,13.44,11.66,25.49,12.25,37.15,2024.0
"Salt Lake City, UT",cbsa,aggregate,2002,12.16,7.9,27.96,12.16,39.81,633.0
"San Antonio-New Braunfels, TX",cbsa,aggregate,2002,12.46,9.44,28.14,12.37,37.58,1059.0
"San Diego-Carlsbad, CA",cbsa,aggregate,2002,11.2,9.17,28.2,12.12,39.3,2071.0
"San Francisco-Oakland-Hayward, CA",cbsa,aggregate,2002,11.34,10.32,28.58,12.55,37.21,5522.0
"San Jose-Sunnyvale-Santa Clara, CA",cbsa,aggregate,2002,12.02,10.99,28.98,11.81,36.2,1456.0
"Seattle-Tacoma-Bellevue, WA",cbsa,aggregate,2002,13.15,9.42,24.83,11.99,40.61,3270.0
"Tampa-St. Petersburg-Clearwater, FL",cbsa,aggregate,2002,13.42,9.1,25.76,13.82,37.9,1483.0
"Virginia Beach-Norfolk-Newport News, VA-NC",cbsa,aggregate,2002,12.45,11.0,27.07,14.42,35.06,964.0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",cbsa,aggregate,2002,10.34,8.96,30.43,10.8,39.47,7641.0
All USA,all_usa-state,aggregate,2002,12.430656077618247,10.207738351394703,27.438676108133485,12.438480497633114,37.48444896522045,127805.0
All USA,all_usa-state,1 Arts,2002,9.95,10.48,31.8,10.02,37.76,25056.0
All USA,all_usa-state,2a Higher Education,2002,12.87,9.74,20.14,16.06,41.19,1663.0
All USA,all_usa-state,2b Other Education,2002,12.12,10.6,27.18,12.24,37.86,38969.0
All USA,all_usa-state,3 Environment and Animals,2002,8.42,8.46,30.99,8.78,43.35,8863.0
All USA,all_usa-state,4a Hospitals,2002,13.88,6.2,12.03,27.87,40.02,3566.0
All USA,all_usa-state,4b Other Health,2002,13.51,10.75,24.46,13.84,37.45,29856.0
All USA,all_usa-state,5 Human Services,2002,15.99,11.32,23.18,15.04,34.46,82648.0
All USA,all_usa-state,6 International and Foreign Affairs,2002,7.55,8.34,32.04,7.95,44.12,4279.0
All USA,all_usa-state,7 Religion Related,2002,11.37,10.23,29.6,10.72,38.08,12496.0
All USA,all_usa-state,8 Other,2002,9.83,9.51,33.43,9.37,37.85,27539.0
AK,state,1 Arts,2002,11.11,8.33,20.83,13.89,45.83,144.0
AK,state,2a Higher Education,2002,0.0,16.67,33.33,16.67,33.33,6.0
AK,state,2b Other Education,2002,10.81,10.81,28.83,10.81,38.74,111.0
AK,state,3 Environment and Animals,2002,2.78,9.72,25.0,9.72,52.78,72.0
AK,state,4a Hospitals,2002,0.0,0.0,0.0,30.0,70.0,10.0
AK,state,4b Other Health,2002,12.84,8.26,24.77,11.93,42.2,109.0
AK,state,5 Human Services,2002,11.0,11.51,23.53,15.09,38.87,391.0
AK,state,6 International and Foreign Affairs,2002,27.27,0.0,27.27,18.18,27.27,11.0
AK,state,7 Religion Related,2002,20.0,10.0,23.33,13.33,33.33,30.0
AK,state,8 Other,2002,8.64,12.35,24.69,8.64,45.68,81.0
AL,state,1 Arts,2002,5.91,11.39,37.13,10.13,35.44,237.0
AL,state,2a Higher Education,2002,19.23,11.54,7.69,19.23,42.31,26.0
AL,state,2b Other Education,2002,10.37,15.16,27.66,8.78,38.03,376.0
AL,state,3 Environment and Animals,2002,12.24,13.27,24.49,10.2,39.8,98.0
AL,state,4a Hospitals,2002,16.22,8.11,24.32,29.73,21.62,37.0
AL,state,4b Other Health,2002,14.44,11.99,28.88,10.9,33.79,367.0
AL,state,5 Human Services,2002,14.17,11.44,23.18,16.6,34.62,988.0
AL,state,6 International and Foreign Affairs,2002,0.0,4.0,36.0,16.0,44.0,25.0
AL,state,7 Religion Related,2002,11.34,12.89,28.35,12.37,35.05,194.0
AL,state,8 Other,2002,11.14,10.24,31.33,11.75,35.54,332.0
AR,state,1 Arts,2002,9.52,7.14,38.1,9.52,35.71,126.0
AR,state,2a Higher Education,2002,8.33,0.0,25.0,8.33,58.33,12.0
AR,state,2b Other Education,2002,13.5,13.14,24.82,12.77,35.77,274.0
AR,state,3 Environment and Animals,2002,5.56,14.81,31.48,3.7,44.44,54.0
AR,state,4a Hospitals,2002,10.2,4.08,8.16,30.61,46.94,49.0
AR,state,4b Other Health,2002,13.74,9.48,21.33,16.59,38.86,211.0
AR,state,5 Human Services,2002,17.78,10.94,21.34,15.73,34.2,731.0
AR,state,6 International and Foreign Affairs,2002,0.0,6.67,40.0,6.67,46.67,15.0
AR,state,7 Religion Related,2002,6.2,12.4,27.91,11.63,41.86,129.0
AR,state,8 Other,2002,11.63,11.16,32.09,9.77,35.35,215.0
AZ,state,1 Arts,2002,13.13,8.75,29.69,10.94,37.5,320.0
AZ,state,2a Higher Education,2002,9.09,9.09,18.18,27.27,36.36,11.0
AZ,state,2b Other Education,2002,11.54,8.65,24.84,11.54,43.43,624.0
AZ,state,3 Environment and Animals,2002,9.09,13.99,26.57,8.39,41.96,143.0
AZ,state,4a Hospitals,2002,8.33,8.33,5.56,30.56,47.22,36.0
AZ,state,4b Other Health,2002,8.6,9.83,25.8,10.81,44.96,407.0
AZ,state,5 Human Services,2002,13.36,9.88,21.64,14.77,40.36,1063.0
AZ,state,6 International and Foreign Affairs,2002,10.45,11.94,32.84,4.48,40.3,67.0
AZ,state,7 Religion Related,2002,8.72,9.63,24.77,13.3,43.58,218.0
AZ,state,8 Other,2002,7.61,10.24,32.55,11.02,38.58,381.0
CA,state,1 Arts,2002,9.4,11.01,32.94,9.36,37.29,3097.0
CA,state,2a Higher Education,2002,12.43,9.04,25.42,14.12,38.98,177.0
CA,state,2b Other Education,2002,11.41,10.82,26.16,12.71,38.89,5137.0
CA,state,3 Environment and Animals,2002,8.62,6.77,28.92,9.08,46.62,1079.0
CA,state,4a Hospitals,2002,6.09,4.57,11.68,22.84,54.82,197.0
CA,state,4b Other Health,2002,12.13,11.34,25.85,12.5,38.18,3017.0
CA,state,5 Human Services,2002,15.27,10.4,24.05,14.78,35.5,9023.0
CA,state,6 International and Foreign Affairs,2002,7.2,6.86,36.71,6.0,43.22,583.0
CA,state,7 Religion Related,2002,10.44,9.56,29.81,10.63,39.56,1580.0
CA,state,8 Other,2002,8.87,8.4,33.69,8.91,40.13,2796.0
CO,state,1 Arts,2002,12.96,8.7,28.43,11.61,38.3,517.0
CO,state,2a Higher Education,2002,25.0,0.0,25.0,8.33,41.67,12.0
CO,state,2b Other Education,2002,10.41,9.77,29.06,10.66,40.1,788.0
CO,state,3 Environment and Animals,2002,8.61,6.56,28.28,9.02,47.54,244.0
CO,state,4a Hospitals,2002,16.67,0.0,13.33,23.33,46.67,30.0
CO,state,4b Other Health,2002,13.83,8.89,28.66,13.44,35.18,506.0
CO,state,5 Human Services,2002,13.8,9.39,25.89,12.45,38.47,1630.0
CO,state,6 International and Foreign Affairs,2002,8.16,11.22,29.59,4.08,46.94,98.0
CO,state,7 Religion Related,2002,13.06,13.35,29.38,10.39,33.83,337.0
CO,state,8 Other,2002,9.49,9.09,34.98,6.52,39.92,506.0
CT,state,1 Arts,2002,10.41,9.11,31.45,11.06,37.96,461.0
CT,state,2a Higher Education,2002,13.04,0.0,34.78,13.04,39.13,23.0
CT,state,2b Other Education,2002,13.79,11.65,27.04,14.46,33.07,747.0
CT,state,3 Environment and Animals,2002,7.1,10.97,34.84,8.39,38.71,155.0
CT,state,4a Hospitals,2002,22.45,4.08,10.2,30.61,32.65,49.0
CT,state,4b Other Health,2002,16.27,11.28,21.07,16.82,34.57,541.0
CT,state,5 Human Services,2002,16.0,11.29,23.21,16.43,33.07,1400.0
CT,state,6 International and Foreign Affairs,2002,1.89,13.21,24.53,5.66,54.72,53.0
CT,state,7 Religion Related,2002,20.69,8.05,32.18,6.9,32.18,87.0
CT,state,8 Other,2002,10.98,11.22,34.61,8.83,34.37,419.0
DC,state,1 Arts,2002,8.33,7.1,33.02,7.1,44.44,324.0
DC,state,2a Higher Education,2002,8.33,8.33,33.33,16.67,33.33,12.0
DC,state,2b Other Education,2002,8.05,8.95,30.43,9.17,43.4,447.0
DC,state,3 Environment and Animals,2002,5.76,8.63,40.29,8.63,36.69,139.0
DC,state,4a Hospitals,2002,18.18,0.0,27.27,36.36,18.18,11.0
DC,state,4b Other Health,2002,6.6,9.03,32.29,9.72,42.36,288.0
DC,state,5 Human Services,2002,11.46,9.52,29.46,11.76,37.8,672.0
